
#    wavenumbers      km/mol
     494.00000000        3.37120000
     617.50000000        5.05680000
     710.20000000        3.37120000
     735.00000000        84.28000000
     812.80000000        58.39400000
     833.00000000        1.68560000
     864.90000000        10.23400000
     877.60000000        1.68560000
     948.20000000        2.52840000
     1002.50000000        1.68560000
     1039.90000000        5.05680000
     1094.50000000        1.68560000
     1144.10000000        2.52840000
     1165.40000000        1.68560000
     1202.70000000        2.52840000
     1223.80000000        0.50568000
     1245.80000000        9.03000000
     1302.90000000        3.37120000
     1351.40000000        0.84280000
     1419.00000000        0.84280000
     1427.50000000        0.84280000
     1430.70000000        1.68560000
     1436.20000000        0.58996000
     1447.90000000        0.42140000
     1460.40000000        12.04000000
     1504.70000000        7.82600000
     1530.10000000        1.68560000
     1597.90000000        0.84280000
     1602.80000000        0.33712000
     1946.70000000        3.37120000
     3070.90000000        126.42000000
#    wavenumbers      )
     499.83999633789        0.0005900000105612
     500.08200073242        0.00017100000695791
     500.32299804688        7.0499998400919E-5
     500.56399536133        0.00021499999274965
     500.80499267578        0.00022699999681208
     501.04598999023        0.00023200000578072
     501.28698730469        0.00038700000732206
     501.52801513672        0.00051099999109283
     501.76901245117        -4.9999998736894E-5
     502.01098632812        9.670000144979E-5
     502.25201416016        0.00019700000120793
     502.49301147461        0.00039999998989515
     502.73400878906        -0.00023999999393709
     502.97500610352        -0.00034200001391582
     503.21600341797        -0.00016900000628084
     503.45700073242        0.00026400000206195
     503.69799804688        7.8600001870655E-5
     503.94000244141        0.0002260000037495
     504.18099975586        -9.3700000434183E-5
     504.42199707031        -0.00024199999461416
     504.66299438477        0.00031199998920783
     504.90399169922        -5.4100000852486E-5
     505.14498901367        0.00030399998649955
     505.38598632812        -0.00016300000424962
     505.62701416016        0.00027200000477023
     505.86801147461        0.00012199999764562
     506.10998535156        0.00011200000153622
     506.35101318359        0.00018099999579135
     506.59201049805        0.00017499999376014
     506.8330078125        -9.9500000942498E-5
     507.07400512695        -9.3600001491723E-6
     507.31500244141        6.7100001615472E-5
     507.55599975586        0.00011000000085915
     507.79699707031        0.00015199999324977
     508.03900146484        1.3900000340072E-5
