
#    wavenumbers      km/mol
     551.60000000        11.43800000
     607.70000000        2.04680000
     627.70000000        1.02340000
     742.90000000        102.34000000
     766.70000000        1.02340000
     895.30000000        84.28000000
     933.40000000        2.04680000
     953.60000000        8.42800000
     997.10000000        7.22400000
     1054.30000000        1.02340000
     1124.40000000        6.02000000
     1165.30000000        2.04680000
     1199.30000000        1.02340000
     1288.50000000        2.04680000
     1292.30000000        4.09360000
     1298.80000000        8.42800000
     1322.90000000        2.04680000
     1337.90000000        5.11700000
     1388.70000000        4.09360000
     1416.10000000        2.04680000
     1465.20000000        4.09360000
     1474.10000000        1.02340000
     1540.10000000        1.02340000
     1546.20000000        2.04680000
     1554.00000000        2.04680000
     1573.20000000        3.07020000
     1637.00000000        4.09360000
     1685.50000000        4.09360000
     1712.70000000        5.11700000
     1730.90000000        1.02340000
     1786.00000000        8.42800000
     1800.30000000        3.07020000
     1819.80000000        1.02340000
     1836.30000000        1.02340000
     1904.20000000        2.04680000
     1917.10000000        2.04680000
     1933.30000000        5.11700000
     3055.00000000        126.42000000

#    wavenumbers      )
     499.83999633789        1.4799999917159E-5
     500.08200073242        0.00028700000257231
     500.32299804688        0.00030000001424924
     500.56399536133        -0.00024100000155158
     500.80499267578        -5.569999848376E-5
     501.04598999023        -0.00019700000120793
     501.28698730469        0.00010299999848939
     501.52801513672        -0.0001780000020517
     501.76901245117        -7.039999763947E-5
     502.01098632812        -2.2399999579648E-5
     502.25201416016        0.00010499999916647
     502.49301147461        0.00027399999089539
     502.73400878906        0.00012799999967683
     502.97500610352        0.00024100000155158
     503.21600341797        5.9699999837903E-5
     503.45700073242        -0.00012300000526011
     503.69799804688        0.00012300000526011
     503.94000244141        0.00010399999882793
     504.18099975586        -3.9200000173878E-5
     504.42199707031        -0.00015199999324977
     504.66299438477        -0.00032399999327026
     504.90399169922        2.9299999368959E-6
     505.14498901367        0.00021800000104122
     505.38598632812        0.00037299998803064
     505.62701416016        5.4399999498855E-5
     505.86801147461        -0.00010299999848939
     506.10998535156        -9.6399999165442E-5
     506.35101318359        0.00018099999579135
     506.59201049805        0.00027300001238473
     506.8330078125        9.190000128001E-5
     507.07400512695        6.3400002545677E-5
     507.31500244141        -0.0001920000067912
     507.55599975586        0.0001369999954477
     507.79699707031        0.000199000001885
     508.03900146484        2.3500000679633E-5
     508.2799987793        -0.00022200000239536
     508.52099609375        0.0001369999954477
     508.7619934082        6.6499997046776E-5
     509.00299072266        0.00022200000239536
     509.24398803711        0.00016599999798927
     509.48498535156        -4.2100000428036E-5
     509.72601318359        -0.0002329999988433
     509.96701049805        -0.00011300000187475
     510.20901489258        0.00029799999902025
     510.45001220703        0.00021199999901
     510.69100952148        0.00030600000172853
     510.93200683594        9.4199996965472E-5
     511.17300415039        0.0002950000052806
     511.41400146484        0.00020300000323914
     511.6549987793        0.00046199999633245
     511.89599609375        0.00016900000628084
     512.13800048828        -3.2100000680657E-5
     512.37902832031        -1.9900000552298E-5
     512.61999511719        -2.9200000426499E-5
     512.86102294922        8.5300001956057E-5
     513.10198974609        0.00022800000442658
     513.34301757812        6.9800000346731E-5
     513.583984375        6.6799999331124E-5
     513.82501220703        0.00018899999849964
     514.06701660156        0.00034900000900961
     514.30798339844        0.00026299999444745
     514.54901123047        0.00020199999562465
     514.78997802734        -4.3100000766572E-5
     515.03100585938        -0.0001639999973122
     515.27197265625        -1.8099999579135E-5
     515.51300048828        0.00013400000170805
     515.75402832031        0.00022200000239536
     515.99499511719        -0.00018000000272878
     516.23699951172        9.8800002888311E-5
     516.47802734375        0.0001369999954477
     516.71899414062        0.00030300000798889
     516.96002197266        2.1300000298652E-5
     517.20098876953        -5.089999831398E-5
     517.44201660156        1.5300000086427E-5
     517.68298339844        -6.4799998654053E-5
     517.92401123047        -9.439999848837E-5
     518.166015625        1.3000000080865E-6
     518.40698242188        0.0002659999881871
     518.64801025391        -0.00020199999562465
     518.88897705078        -9.3800001195632E-5
     519.13000488281        -2.5600000299164E-5
     519.37097167969        -0.00011600000289036
     519.61199951172        5.8400000852998E-5
     519.85302734375        0.00019599999359343
     520.09497070312        3.1399998988491E-5
     520.33599853516        -2.2899999748915E-5
     520.57702636719        0.00024100000155158
     520.81799316406        8.8399996457156E-5
     521.05902099609        1.7899999875226E-5
     521.29998779297        -1.460000021325E-5
     521.541015625        0.00014499999815598
     521.78198242188        2.1100000594743E-5
     522.02301025391        0.00011300000187475
     522.26501464844        1.2100000276405E-5
     522.50598144531        6.3599996792618E-5
     522.74700927734        -0.00017699999443721
     522.98797607422        0.00025300000561401
     523.22900390625        6.9200003053993E-5
     523.46997070312        0.00014499999815598
     523.71099853516        2.9999999242136E-5
     523.95202636719        0.00016100000357255
     524.19396972656        0.00019399999291636
     524.43499755859        -9.5800001872703E-5
     524.67602539062        8.2899998687935E-7
     524.9169921875        9.7900003311224E-5
     525.15802001953        0.00015799999528099
     525.39898681641        0.00015700000221841
     525.64001464844        0.00019599999359343
     525.88098144531        0.00014000000373926
     526.12200927734        5.4600001021754E-5
     526.36401367188        4.5699998736382E-5
     526.60498046875        0.00023000000510365
     526.84600830078        -0.00014099999680184
     527.08697509766        9.219999810739E-6
     527.32800292969        -3.0499999411404E-5
     527.56896972656        -5.8300000091549E-5
     527.80999755859        0.00014499999815598
     528.05102539062        0.00014299999747891
     528.29302978516        4.0099999750964E-5
     528.53399658203        -0.00022699999681208
     528.77502441406        -0.00014099999680184
     529.01599121094        0.00011999999696855
     529.25701904297        9.699999645818E-5
     529.49798583984        -2.4799999664538E-5
     529.73901367188        0.00011000000085915
     529.97998046875        3.5500001104083E-5
     530.22198486328        -3.0899998819223E-5
     530.46301269531        6.3899999076966E-5
     530.70397949219        4.0700001591176E-6
     530.94500732422        -0.00023900000087451
     531.18597412109        7.480000203941E-5
     531.42700195312        8.5100000433158E-5
     531.66802978516        0.00015300000086427
     531.90899658203        9.9999997473788E-5
     532.15002441406        0.0002189999941038
     532.39202880859        0.00016300000424962
     532.63299560547        -0.00010900000052061
     532.8740234375        5.070000042906E-5
     533.11499023438        -5.6699998822296E-5
     533.35601806641        -2.8599999495782E-5
     533.59698486328        -9.0000001364388E-5
     533.83801269531        0.00018400000408292
     534.07897949219        1.9999999494758E-5
     534.32098388672        2.1199999537203E-5
     534.56201171875        -3.4799999411916E-5
     534.80297851562        -9.1100002464373E-5
     535.04400634766        -0.0001300000003539
     535.28497314453        -2.9799999538227E-5
     535.52600097656        -2.669999958016E-5
     535.76702880859        -7.610000011482E-6
     536.00799560547        0.00011400000221329
     536.25        5.0300001021242E-5
     536.49102783203        -9.9999997473788E-5
     536.73199462891        -4.2299998312956E-5
     536.97302246094        0.00013899999612477
     537.21398925781        4.1600000258768E-5
     537.45501708984        -1.70999992406E-5
     537.69598388672        -0.00011200000153622
     537.93701171875        0.00011300000187475
     538.17797851562        3.4699998650467E-5
     538.41998291016        7.6299998909235E-5
     538.66101074219        -0.00010099999781232
     538.90197753906        0.00012599999899976
     539.14300537109        -5.7599998399382E-5
     539.38397216797        -0.00010900000052061
     539.625        0.00014200000441633
     539.86602783203        8.2699996710289E-5
     540.10699462891        5.8400000852998E-6
     540.34899902344        -2.7800000680145E-5
     540.59002685547        5.7699999160832E-5
     540.83099365234        -4.6900000597816E-5
     541.07202148438        0.00028300000121817
     541.31298828125        0.00019599999359343
     541.55401611328        -1.8799999452312E-5
     541.79498291016        3.9299998206843E-6
     542.03601074219        8.7200001871679E-5
     542.27697753906        6.7100001615472E-5
     542.51898193359        0.0001510000001872
     542.76000976562        -0.00011200000153622
     543.0009765625        -0.0001300000003539
     543.24200439453        6.9200003053993E-5
     543.48297119141        0.00024900000425987
     543.72399902344        0.00024500000290573
     543.96502685547        -9.7000001915148E-6
     544.20599365234        -0.00015900000289548
     544.44799804688        -2.5800000003073E-5
     544.68902587891        0.00015599999460392
     544.92999267578        -3.4900000173366E-5
     545.17102050781        4.1700001020217E-5
     545.41198730469        0.00011200000153622
     545.65301513672        -9.410000347998E-5
     545.89398193359        5.4500000260305E-5
     546.13500976562        0.00034900000900961
     546.37701416016        0.00017200000002049
     546.61798095703        -4.8799997784954E-6
     546.85900878906        7.5100001595274E-6
     547.09997558594        0.00014899999951012
     547.34100341797        0.00016199999663513
     547.58197021484        7.3800001700874E-5
     547.82299804688        0.00032399999327026
     548.06402587891        5.0200000259792E-5
     548.30499267578        -2.53000007433E-6
     548.54699707031        0.00026999998954125
     548.78802490234        0.00045799999497831
     549.02899169922        0.00014200000441633
     549.27001953125        0.00028899998869747
     549.51098632812        0.00017699999443721
     549.75201416016        0.00050399999599904
     549.99298095703        0.00064699997892603
     550.23400878906        0.00078900001244619
     550.47601318359        0.00069499999517575
     550.71697998047        0.00097699998877943
     550.9580078125        0.0021200000774115
     551.19897460938        0.0020300000905991
     551.44000244141        0.0027600000612438
     551.68103027344        0.0060700001195073
     551.92199707031        0.0058800000697374
     552.16302490234        0.0044700000435114
     552.40502929688        0.0024999999441206
     552.64599609375        0.0016400000313297
     552.88702392578        0.001189999980852
     553.12799072266        0.00068400002783164
     553.36901855469        0.00038000001222827
     553.60998535156        0.00022800000442658
     553.85101318359        0.00013800000306219
     554.09197998047        0.00017899999511428
     554.3330078125        8.3400002040435E-5
     554.57501220703        -0.00024699998903088
     554.81597900391        -0.00012500000593718
     555.05700683594        0.00011200000153622
     555.29797363281        0.00016599999798927
     555.53900146484        -8.4100000094622E-5
     555.78002929688        -0.00016100000357255
     556.02099609375        -0.00014899999951012
     556.26202392578        0.00020500000391621
     556.50402832031        0.00016300000424962
     556.74499511719        0.00022099999478087
     556.98602294922        5.4700001783203E-5
     557.22698974609        -9.919999865815E-5
     557.46801757812        -2.5900000764523E-5
     557.708984375        0.00021800000104122
     557.95001220703        8.0999998317566E-5
     558.19097900391        -3.1899999157758E-5
     558.43200683594        -2.669999958016E-5
     558.67401123047        3.7199999496806E-5
     558.91497802734        0.00015999999595806
     559.15600585938        9.5299998065457E-5
     559.39697265625        0.00012500000593718
     559.63800048828        -9.3400003606803E-6
     559.87902832031        -5.4399999498855E-5
     560.11999511719        4.4600001274375E-5
     560.36102294922        0.00013499999477062
     560.60302734375        0.00014899999951012
     560.84399414062        7.3900002462324E-5
     561.08502197266        2.5299999833805E-5
     561.32598876953        -3.7999998312443E-5
